List of existing businesses in the database (each line correspond to a business):
id: 1, name: Sunrise Cafe, type: Cafe, address: street: Route de Meyrin 28c, postalCode: 1211, city: Geneva, state: Geneva, country: Switzerland, coordinates: 46.2160126, 6.125234086873063, openingHour: 08:00, closingHour: 18:00
id: 3, name: Mountain Retreat Spa, type: Spa, address: street: Gopplerstrasse 11, postalCode: 3991, city: Betten, state: Valais, country: Switzerland, coordinates: 46.378706, 8.058982, openingHour: 10:00, closingHour: 18:00
id: 4, name: Alpine Art Gallery, type: Art Gallery, address: street: Haslerstrasse 38, postalCode: 8775, city: Hätzingen, state: Glarus, country: Switzerland, coordinates: 46.966263, 9.044993, openingHour: 08:00, closingHour: 16:00
id: 5, name: Gourmet Bites, type: Restaurant, address: street: Combe Brison 82, postalCode: 2353, city: Les Pommerats, state: Jura, country: Switzerland, coordinates: 47.268303, 6.967178, openingHour: 08:00, closingHour: 17:00
id: 6, name: Urban Threads, type: Clothing Store, address: street: 1st Avenue 123, postalCode: 6722, city: New York, state: New York, country: USA, coordinates: 40.712776, -74.005974, openingHour: 09:00, closingHour: 17:00
id: 7, name: Tech Haven, type: Electronics Store, address: street: Elm Street 456, postalCode: 90210, city: Beverly Hills, state: California, country: USA, coordinates: 34.07362, -118.400356, openingHour: 10:00, closingHour: 18:00
id: 8, name: Green Meadow Farms, type: Farm, address: street: Farm Lane 789, postalCode: 30303, city: Atlanta, state: Georgia, country: USA, coordinates: 33.749, -84.387981, openingHour: 08:00, closingHour: 16:00
id: 9, name: Bloom Florist, type: Florist, address: street: Rose Street 101, postalCode: 60606, city: Chicago, state: Illinois, country: USA, coordinates: 41.878113, -87.629799, openingHour: 09:00, closingHour: 17:00
id: 10, name: Bakehouse Delights, type: Bakery, address: street: Baker Street 112, postalCode: 94102, city: San Francisco, state: California, country: USA, coordinates: 37.774929, -122.419418, openingHour: 10:00, closingHour: 18:00
id: 1, name: Mountain Mane Emporium, type: m, address: street: Neutal 1.4, postalCode: 9602, city: Mueselbach, state: Saint Gallen, country: Switzerland, coordinates: 47.393235, 9.050971, openingHour: 08:00 AM, closingHour: 05:00 PM
id: 2, name: Eco Elegance, type: e, address: street: Aenderberg 18, postalCode: 3812, city: Wilderswil, state: Bern, country: Switzerland, coordinates: 46.66541, 7.884271, openingHour: 09:00 AM, closingHour: 04:00 PM
id: 3, name: Via Geinas Workshop, type: /, address: street: Via Geinas 9, postalCode: 7031, city: Laax, state: Grisons, country: Switzerland, coordinates: 46.8119889, 9.259466149273017, openingHour: 10:00 AM, closingHour: 06:00 PM
id: 4, name: Organika Oasis, type: o, address: street: Route De Seedorf 130, postalCode: 1757, city: Noréaz, state: Fribourg, country: Switzerland, coordinates: 46.797882, 7.047148, openingHour: 08:00 AM, closingHour: 05:00 PM
id: 5, name: Sasberg Wonders, type: m, address: street: Sasberg 1, postalCode: 8782, city: Rüti, state: Glarus, country: Switzerland, coordinates: 46.925319, 9.039669, openingHour: 09:00 AM, closingHour: 06:00 PM
id: 6, name: Warmth World, type: w, address: street: Berg 69, postalCode: 3126, city: Gelterfingen, state: Bern, country: Switzerland, coordinates: 46.842438, 7.525697, openingHour: 08:00 AM, closingHour: 05:00 PM
id: 7, name: Mountain Movements, type: m, address: street: Le Fornel-du-Haut 2, postalCode: 2058, city: Le Pâquier, state: Neuchatel, country: Switzerland, coordinates: 47.117464, 7.011387, openingHour: 08:00 AM, closingHour: 06:00 PM
id: 8, name: Wandering Wonders, type: m, address: street: Le Noyer 13, postalCode: 1982, city: Euseigne, state: Valais, country: Switzerland, coordinates: 46.139295, 7.448068, openingHour: 08:00 AM, closingHour: 05:00 PM
id: 9, name: Eco Euphoria, type: e, address: street: Via Delta 259, postalCode: 6612, city: Ascona, state: Ticino, country: Switzerland, coordinates: 46.153748, 8.793989, openingHour: 09:00 AM, closingHour: 06:00 PM
id: 10, name: Lauenberg Lifestyle, type: /, address: street: Lauenberg 2, postalCode: 6162, city: Finsterwald b. Entlebuch, state: Lucerne, country: Switzerland, coordinates: 46.938698, 8.160517, openingHour: 08:00 AM, closingHour: 06:00 PM
id: 1, name: Sunrise Bakery, type: Bakery, address: street: Sonnenweg 4, postalCode: 7562, city: Samnaun-Compatsch, state: Graubunden, country: Switzerland, coordinates: 46.960647, 10.39368, openingHour: 09:00 AM, closingHour: 05:00 PM
id: 2, name: Erb Gourmet, type: Restaurant, address: street: Erbstrasse 66, postalCode: 3942, city: Raron, state: Valais, country: Switzerland, coordinates: 46.320154, 7.80987, openingHour: 08:30 AM, closingHour: 06:00 PM
id: 3, name: Riet Cafe, type: Cafe, address: street: Rietstrasse 44.4, postalCode: 8472, city: Seuzach, state: Zurich, country: Switzerland, coordinates: 47.535767, 8.702916, openingHour: 10:00 AM, closingHour: 04:00 PM
id: 4, name: Sedelhof Market, type: Grocery, address: street: Sedelhof 1.7, postalCode: 6020, city: Emmenbrücke, state: Lucerne, country: Switzerland, coordinates: 47.066774, 8.298269, openingHour: 08:00 AM, closingHour: 05:30 PM
id: 5, name: Buchholz Boutique, type: Clothing Store, address: street: Buchholz 57.7, postalCode: 6473, city: Silenen, state: Uri, country: Switzerland, coordinates: 46.823305, 8.693209, openingHour: 09:30 AM, closingHour: 05:00 PM
id: 6, name: Hermannsegg Hardware, type: Hardware Store, address: street: Hermannsegg 10, postalCode: 8783, city: Linthal, state: Glarus, country: Switzerland, coordinates: 46.906047, 9.012698, openingHour: 08:00 AM, closingHour: 05:00 PM
id: 7, name: Brunnadern Pharmacy, type: Pharmacy, address: street: Unterreitenberg 1.4, postalCode: 9125, city: Brunnadern, state: Saint Gallen, country: Switzerland, coordinates: 47.316, 9.146192, openingHour: 08:30 AM, closingHour: 06:00 PM
id: 8, name: Bois Spa, type: Spa, address: street: Chemin Des Bois 1.3, postalCode: 1302, city: Vufflens-la-Ville, state: Vaud, country: Switzerland, coordinates: 46.570436, 6.536573, openingHour: 09:00 AM, closingHour: 06:00 PM
id: 9, name: Boulingrins Retreat, type: Hotel, address: street: Chemin Des Boulingrins 16, postalCode: 1806, city: St-Legier-La Chiesaz, state: Vaud, country: Switzerland, coordinates: 46.466745, 6.868847, openingHour: 10:00 AM, closingHour: 05:00 PM
id: 10, name: Sickeweg Books, type: Bookstore, address: street: Sickeweg 18, postalCode: 3988, city: Ulrichen, state: Valais, country: Switzerland, coordinates: 46.502389, 8.329072, openingHour: 08:30 AM, closingHour: 05:30 PM
id: 1, name: Hintere Market, type: Retail, address: street: Hintere Göbsi 5b, postalCode: 9055, city: Bühler, state: Appenzell Ausserrhoden, country: Switzerland, coordinates: 47.370916, 9.402334, openingHour: 08:00 AM, closingHour: 06:00 PM
id: 2, name: Fermel Cafe, type: Cafe, address: street: Fermel 39a, postalCode: 3773, city: St. Stephan, state: Bern, country: Switzerland, coordinates: 46.52044, 7.466021, openingHour: 09:00 AM, closingHour: 05:00 PM
id: 3, name: Ires Store, type: Supermarket, address: street: Chemin Des Ires 32, postalCode: 1996, city: Fey, state: Valais, country: Switzerland, coordinates: 46.180767, 7.254918, openingHour: 08:30 AM, closingHour: 06:00 PM
id: 4, name: Châtillon Design, type: Design Studio, address: street: Route de Châtillon 105a, postalCode: 2523, city: Prêles, state: Bern, country: Switzerland, coordinates: 47.094984, 7.089072, openingHour: 10:00 AM, closingHour: 04:00 PM
id: 5, name: Hanfgarten Bakery, type: Bakery, address: street: Hanfgartenstrasse 34.1, postalCode: 8626, city: Ottikon, state: Zurich, country: Switzerland, coordinates: 47.289114, 8.777644, openingHour: 08:00 AM, closingHour: 03:00 PM
id: 6, name: Kästhal Hardware, type: Hardware Store, address: street: Kästhal 94.2, postalCode: 5078, city: Effingen, state: Aargau, country: Switzerland, coordinates: 47.503872, 8.120257, openingHour: 08:00 AM, closingHour: 05:30 PM
id: 7, name: Löserweg Pharmacy, type: Pharmacy, address: street: Löserweg 9, postalCode: 7430, city: Thusis, state: Graubunden, country: Switzerland, coordinates: 46.710932, 9.442628, openingHour: 09:00 AM, closingHour: 06:00 PM
id: 8, name: Gass Garage, type: Garage, address: street: In der Gass 19b, postalCode: 3380, city: Wangen an der Aare, state: Bern, country: Switzerland, coordinates: 47.234061, 7.652609, openingHour: 08:30 AM, closingHour: 05:00 PM
id: 9, name: Lachat Workshop, type: Workshop, address: street: Chemin De Lachat 11, postalCode: 1873, city: Val-d'Illiez, state: Valais, country: Switzerland, coordinates: 46.194671, 6.89504, openingHour: 10:00 AM, closingHour: 06:00 PM
id: 10, name: Kyburger Books, type: Bookstore, address: street: Kyburgerstrasse 9, postalCode: 5000, city: Aarau, state: Aargau, country: Switzerland, coordinates: 47.383845, 8.047882, openingHour: 08:00 AM, closingHour: 04:00 PM
id: 1, name: Alpine Treasures, type: Retail, address: street: Arpalle 3, postalCode: 1944, city: La Fouly, state: Valais, country: Switzerland, coordinates: 45.927951, 7.111824, openingHour: 09:00 AM, closingHour: 05:00 PM
id: 2, name: Wildhaus Gourmet, type: Food, address: street: Schafboden 1058.1, postalCode: 9658, city: Wildhaus, state: Saint Gallen, country: Switzerland, coordinates: 47.239896, 9.354989, openingHour: 08:30 AM, closingHour: 04:30 PM
id: 3, name: Sonnenberg Inn, type: Hospitality, address: street: La Sonnenberg 83, postalCode: 2829, city: Vermes, state: Jura, country: Switzerland, coordinates: 47.321055, 7.492056, openingHour: 08:00 AM, closingHour: 06:00 PM
id: 4, name: Formangueires Artisan, type: Crafts, address: street: Route De La Faye 22b, postalCode: 1782, city: Formangueires, state: Fribourg, country: Switzerland, coordinates: 46.82554, 7.117645, openingHour: 10:00 AM, closingHour: 04:00 PM
id: 5, name: Bahnhof Bazaar, type: Shopping, address: street: Bahnhofstrasse 63.1, postalCode: 8600, city: Dübendorf, state: Zurich, country: Switzerland, coordinates: 47.400345, 8.622102, openingHour: 09:30 AM, closingHour: 05:30 PM
id: 6, name: Geretschwand Groceries, type: Grocery, address: street: Geretschwand 4.5, postalCode: 6055, city: Alpnach Dorf, state: Obwalden, country: Switzerland, coordinates: 46.933668, 8.22162, openingHour: 08:00 AM, closingHour: 06:00 PM
id: 7, name: Colm Lansch Books, type: Books, address: street: Colm Lansch 184, postalCode: 7456, city: Sur, state: Graubunden, country: Switzerland, coordinates: 46.540989, 9.641744, openingHour: 09:00 AM, closingHour: 04:00 PM
id: 8, name: Kiental Café, type: Café, address: street: Saublätz 979, postalCode: 3723, city: Kiental, state: Bern, country: Switzerland, coordinates: 46.567799, 7.792314, openingHour: 08:00 AM, closingHour: 05:00 PM
id: 9, name: Nelkenweg Couture, type: Fashion, address: street: Nelkenweg 6, postalCode: 7000, city: Chur, state: Grisons, country: Switzerland, coordinates: 46.854246, 9.524643, openingHour: 10:00 AM, closingHour: 06:00 PM
id: 10, name: Meilen Mechanics, type: Automotive, address: street: Herrenweg 175.2, postalCode: 8706, city: Meilen, state: Zurich, country: Switzerland, coordinates: 47.287332, 8.656102, openingHour: 09:30 AM, closingHour: 05:30 PM
id: 1, name: Green Farm, type: Agriculture, address: street: Chesard 113.1, postalCode: 1543, city: Grandcour, state: Vaud, country: Switzerland, coordinates: 46.883904, 6.940147, openingHour: 09:00 AM, closingHour: 05:00 PM
id: 2, name: Blue Sky Technology, type: Technology, address: street: 456 Tech Park, postalCode: 10001, city: New York, state: NY, country: USA, coordinates: 40.712776, -74.005974, openingHour: 08:00 AM, closingHour: 04:00 PM
id: 3, name: Sunrise Cafe, type: Hospitality, address: street: 789 Sunny Street, postalCode: 94103, city: San Francisco, state: CA, country: USA, coordinates: 37.774929, -122.419418, openingHour: 07:30 AM, closingHour: 03:30 PM
id: 4, name: Eco Store, type: Retail, address: street: 123 Greenway Blvd, postalCode: 90210, city: Beverly Hills, state: CA, country: USA, coordinates: 34.07362, -118.400356, openingHour: 10:00 AM, closingHour: 06:00 PM
id: 5, name: Mountain Gear, type: Sports, address: street: 654 Summit Ave, postalCode: 30303, city: Atlanta, state: GA, country: USA, coordinates: 33.749001, -84.387978, openingHour: 09:30 AM, closingHour: 05:30 PM
id: 6, name: Riverfront Inn, type: Hospitality, address: street: 789 Riverside Drive, postalCode: 60601, city: Chicago, state: IL, country: USA, coordinates: 41.878113, -87.629799, openingHour: 06:00 AM, closingHour: 02:00 PM
id: 7, name: Innovative Solutions, type: Consulting, address: street: 234 Innovation St, postalCode: 02118, city: Boston, state: MA, country: USA, coordinates: 42.360081, -71.058884, openingHour: 08:15 AM, closingHour: 04:15 PM
id: 8, name: Oceanic Travel, type: Travel, address: street: 987 Shoreline Drive, postalCode: 33101, city: Miami, state: FL, country: USA, coordinates: 25.76168, -80.19179, openingHour: 07:45 AM, closingHour: 03:45 PM
id: 9, name: Artisan Bakery, type: Food, address: street: 321 Bread Lane, postalCode: 15201, city: Pittsburgh, state: PA, country: USA, coordinates: 40.440624, -79.995888, openingHour: 06:45 AM, closingHour: 02:45 PM
id: 10, name: Fitness Hub, type: Fitness, address: street: 100 Workout Way, postalCode: 98101, city: Seattle, state: WA, country: USA, coordinates: 47.606209, -122.332069, openingHour: 09:00 AM, closingHour: 05:00 PM
id: 1, name: Alpine Shoes, type: Retail, address: street: Chämmatte 2, postalCode: 3312, city: Schalunen, state: Bern, country: Switzerland, coordinates: 47.103635, 7.526601, openingHour: 09:00 AM, closingHour: 05:00 PM
id: 2, name: Summit Bistro, type: Restaurant, address: street: Zahüttaweg 4.1, postalCode: 7438, city: Hinterrhein, state: Graubunden, country: Switzerland, coordinates: 46.535513, 9.21634, openingHour: 08:00 AM, closingHour: 06:00 PM
id: 3, name: Hillcrest Gardens, type: Horticulture, address: street: Gleiter 130.1, postalCode: 8722, city: Kaltbrunn, state: Saint Gallen, country: Switzerland, coordinates: 47.190546, 9.099884, openingHour: 08:30 AM, closingHour: 05:30 PM
id: 4, name: Neumatt Pharmacy, type: Healthcare, address: street: Neumattstrasse 30.1, postalCode: 5000, city: Aarau, state: Aargau, country: Switzerland, coordinates: 47.401081, 8.066375, openingHour: 09:00 AM, closingHour: 06:00 PM
id: 5, name: Etzwilen Gym, type: Health/Wellness, address: street: Hauptstrasse 8, postalCode: 8259, city: Etzwilen, state: Thurgau, country: Switzerland, coordinates: 47.657649, 8.817391, openingHour: 10:00 AM, closingHour: 06:00 PM
id: 6, name: Mümliswil Art Museum, type: Museum, address: street: Sangetel 322, postalCode: 4714, city: Mümliswil, state: Solothurn, country: Switzerland, coordinates: 47.325249, 7.596376, openingHour: 08:30 AM, closingHour: 05:00 PM
id: 7, name: Orchard Electronics, type: Electronics, address: street: Sommerhalde 1.9, postalCode: 8217, city: Wilchingen, state: Schaffhausen, country: Switzerland, coordinates: 47.682161, 8.439206, openingHour: 08:00 AM, closingHour: 04:30 PM
id: 8, name: Edel Cafe, type: Cafe, address: street: Ferme De Belflori 2.2, postalCode: 1510, city: Moudon, state: Vaud, country: Switzerland, coordinates: 46.662119, 6.782609, openingHour: 09:00 AM, closingHour: 05:00 PM
id: 9, name: Oasis Bookstore, type: Bookstore, address: street: Uettligenfeldstrasse 14, postalCode: 3043, city: Uettligen, state: Bern, country: Switzerland, coordinates: 46.98233, 7.398298, openingHour: 08:00 AM, closingHour: 04:00 PM
id: 10, name: High Peak Store, type: Hardware Store, address: street: La Tenier 1a.18, postalCode: 2915, city: Bure, state: Jura, country: Switzerland, coordinates: 47.423685, 6.985119, openingHour: 09:30 AM, closingHour: 05:30 PM
id: 1, name: Boutavent Dessus Enterprises, type: Retail, address: street: Boutavent Dessus 1, postalCode: 1148, city: Mont-la-Ville, state: Vaud, country: Switzerland, coordinates: 46.666623, 6.394614, openingHour: 09:00AM, closingHour: 05:00PM
id: 2, name: Simmentalstrasse Services, type: Services, address: street: Simmentalstrasse 45f, postalCode: 3752, city: Wimmis, state: Bern, country: Switzerland, coordinates: 46.6702183, 7.6147665174242425, openingHour: 08:00AM, closingHour: 04:00PM
id: 3, name: Hohliechtweg Solutions, type: Consulting, address: street: Hohliechtweg 5, postalCode: 7250, city: Klosters, state: Graubunden, country: Switzerland, coordinates: 46.839194, 9.891872, openingHour: 08:30AM, closingHour: 05:30PM
id: 4, name: Chemin Des Novalles Co., type: Technology, address: street: Chemin Des Novalles 1.2, postalCode: 1041, city: Poliez-le-Grand, state: Vaud, country: Switzerland, coordinates: 46.641457, 6.678866, openingHour: 09:00AM, closingHour: 06:00PM
id: 5, name: La Pisgiòla Enterprises, type: Retail, address: street: La Pisgiòla 5, postalCode: 6673, city: Moghegno, state: Ticino, country: Switzerland, coordinates: 46.247247900000005, 8.710117539077537, openingHour: 08:00AM, closingHour: 03:00PM
id: 6, name: Bernina Suot Solutions, type: Consulting, address: street: Bernina Suot 2, postalCode: 7504, city: Pontresina, state: Graubunden, country: Switzerland, coordinates: 46.444833, 9.969463, openingHour: 10:00AM, closingHour: 06:00PM
id: 7, name: Chemin De Chésopelloz Services, type: Services, address: street: Chemin De Chésopelloz 24a, postalCode: 1772, city: Nierlet-les-Bois, state: Fribourg, country: Switzerland, coordinates: 46.80916, 7.060418, openingHour: 09:00AM, closingHour: 05:00PM
id: 8, name: Fildernweg Technologies, type: Technology, address: street: Fildernweg 2.2, postalCode: 8904, city: Aesch, state: Zurich, country: Switzerland, coordinates: 47.338037, 8.449082, openingHour: 08:30AM, closingHour: 05:30PM
id: 9, name: Dammstrasse Co., type: Consulting, address: street: Dammstrasse 11.2, postalCode: 6452, city: Sisikon, state: Uri, country: Switzerland, coordinates: 46.950864, 8.619194, openingHour: 08:00AM, closingHour: 04:00PM
id: 10, name: Mittenwaldweg Enterprises, type: Retail, address: street: Mittenwaldweg 8, postalCode: 8897, city: Flumserberg Tannenheim, state: Saint Gallen, country: Switzerland, coordinates: 47.089153, 9.294743, openingHour: 08:30AM, closingHour: 05:30PM
